outcome,estimate,se,df,t,p_raw,ci95_low,ci95_high,n_ratings,n_workers,p_holm
naturalness,1.0981818181818177,0.371048572506163,11.21355594318452,2.959671319483589,0.012738604059726986,0.2834029844636836,1.9129606518999518,2200,18,0.03821581217918096
emotion_match,1.5727272727272732,0.41685181561315243,11.21355594318452,3.772868952037379,0.002984255131907745,0.65736992782621,2.4880846176283367,2200,18,0.01193702052763098
coordination,0.7272727272727275,0.3441594810447929,11.21355594318452,2.113185215949555,0.05778690611010252,-0.028460837971097885,1.4830062925165528,2200,18,0.05778690611010252
believability,1.1681818181818184,0.42966442155653894,11.21355594318452,2.7188237135154534,0.019667825091730512,0.224689504166249,2.111674132197388,2200,18,0.039335650183461024
