emotion1,emotion2,emotion3,emotion4,emotion5,emotion6,emotion7,emotion8,emotion9,emotion10,emotion11,emotion12,emotion13,emotion14,emotion15,emotion16,emotion17,emotion18,emotion19,emotion20,emotion21,emotion22
disappointment,relief,happyfor,gratitude,pity,remorse,fear,liking,shame,gratification,distress,joy,gloating,satisfaction,admiration,disliking,resentment,fearsConfirmed,reproach,anger,hope,pride
